id,sequenceId,measureTime,heart,respiration
78789,282,2024-08-24 13:40:51.948+00,41.786624861024784,8098.280765405054
78794,282,2024-08-24 13:40:51.999+00,-21.740712692668303,8091.609930917297
78799,282,2024-08-24 13:40:52.049+00,-19.284376564927097,8086.210149954821
78804,282,2024-08-24 13:40:52.099+00,46.44157500167332,8082.090022460925
78809,282,2024-08-24 13:40:52.15+00,-35.88469884028101,8079.260479108282
78814,282,2024-08-24 13:40:52.197+00,-13.38543036965368,8077.735907235584
78819,282,2024-08-24 13:40:52.247+00,36.53594857783123,8077.532723983047
78824,282,2024-08-24 13:40:52.299+00,27.738568050444297,8078.665588397708
78829,282,2024-08-24 13:40:52.349+00,-81.47330572587234,8081.141653743731
78834,282,2024-08-24 13:40:52.399+00,-2.154444592467431,8084.953440222565
78839,282,2024-08-24 13:40:52.45+00,80.81148962715099,8090.071051309296
78844,282,2024-08-24 13:40:52.5+00,44.139288044048676,8096.434556904483
78849,282,2024-08-24 13:40:52.548+00,-138.21160174794903,8103.947414926172
78854,282,2024-08-24 13:40:52.598+00,-112.49132505013812,8112.471791089617
78859,282,2024-08-24 13:40:52.65+00,338.0023010100327,8121.826554227922
78864,282,2024-08-24 13:40:52.7+00,-6.9549252122631255,8131.78856115657
78869,282,2024-08-24 13:40:52.75+00,-553.4153802748078,8142.097592051066
78874,282,2024-08-24 13:40:52.8+00,829.9036271126387,8152.46495050545
78879,282,2024-08-24 13:40:52.851+00,-962.7334283170779,8162.58531511483
78884,282,2024-08-24 13:40:52.899+00,1031.040520503688,8172.1510050668085
78889,282,2024-08-24 13:40:52.949+00,-481.64842724378013,8180.867565058704
78894,282,2024-08-24 13:40:53+00,-564.6556299311338,8188.469528381718
78899,282,2024-08-24 13:40:53.05+00,873.0097373623863,8194.735255260895
78904,282,2024-08-24 13:40:53.1+00,-147.15533320105476,8199.499773649206
78909,282,2024-08-24 13:40:53.151+00,-452.98817506615615,8202.664567862637
78914,282,2024-08-24 13:40:53.198+00,354.7227329057129,8204.203361091111
78919,282,2024-08-24 13:40:53.25+00,-165.371654885767,8204.163214555343
78924,282,2024-08-24 13:40:53.3+00,267.74940177671573,8202.660705584087
78929,282,2024-08-24 13:40:53.35+00,-335.703792050674,8199.873469799983
78934,282,2024-08-24 13:40:53.401+00,110.71512551050617,8196.027886052614
78939,282,2024-08-24 13:40:53.451+00,129.65048809514457,8191.384033281966
78944,282,2024-08-24 13:40:53.501+00,-158.5381278222496,8186.219209226615
78949,282,2024-08-24 13:40:53.55+00,320.04247902073786,8180.811312938885
78954,282,2024-08-24 13:40:53.6+00,-575.7441515800156,8175.423326850191
78959,282,2024-08-24 13:40:53.65+00,374.08284688275484,8170.29000547419
78962,283,2024-08-24 13:40:53.681+00,-857.8911642033587,8154.96541873326
78967,283,2024-08-24 13:40:53.731+00,252.30579359537813,8150.428257713665
78972,283,2024-08-24 13:40:53.781+00,425.36985447374565,8147.285454102859
78977,283,2024-08-24 13:40:53.832+00,-798.4348764376527,8145.697311743645
78982,283,2024-08-24 13:40:53.88+00,577.6403233807603,8145.74542819269
78987,283,2024-08-24 13:40:53.93+00,-36.54528691002175,8147.430570542653
78992,283,2024-08-24 13:40:53.981+00,-335.6931969308641,8150.673266315836
78997,283,2024-08-24 13:40:54.031+00,354.04648797698445,8155.31682103223
79002,283,2024-08-24 13:40:54.081+00,-110.70517643282041,8161.132595953158
79007,283,2024-08-24 13:40:54.132+00,-134.95399798019463,8167.827446986533
79012,283,2024-08-24 13:40:54.179+00,158.55134023184428,8175.0532355564865
79017,283,2024-08-24 13:40:54.231+00,-28.702293765886722,8182.418302000808
79022,283,2024-08-24 13:40:54.281+00,-17.759817654259074,8189.500757488785
79027,283,2024-08-24 13:40:54.331+00,-54.09637057767107,8195.863404320276
79032,283,2024-08-24 13:40:54.382+00,86.0809614945906,8201.070034786657
79037,283,2024-08-24 13:40:54.432+00,-10.499005317831918,8204.702780219282
79042,283,2024-08-24 13:40:54.482+00,-102.70133131010016,8206.380082068517
79047,283,2024-08-24 13:40:54.531+00,149.55916112473162,8205.774739984734
79052,283,2024-08-24 13:40:54.581+00,-56.27458520375146,8202.631368775366
79057,283,2024-08-24 13:40:54.631+00,-124.16912715259282,8196.78248321563
79062,283,2024-08-24 13:40:54.682+00,219.0146147508548,8188.162343846745
79067,283,2024-08-24 13:40:54.732+00,-166.37057205733473,8176.817650160685
79072,283,2024-08-24 13:40:54.782+00,108.48095583203852,8162.914170944551
79077,283,2024-08-24 13:40:54.83+00,-133.9668744945679,8146.738469770644
79082,283,2024-08-24 13:40:54.881+00,128.69044135854136,8128.69402569829
79087,283,2024-08-24 13:40:54.932+00,-25.709911469550757,8109.291264417281
79092,283,2024-08-24 13:40:54.982+00,14.465449439004177,8089.131306361268
79097,283,2024-08-24 13:40:55.032+00,-119.24432645316341,8068.8836116368375
79102,283,2024-08-24 13:40:55.083+00,45.80577828776679,8049.258147951012
79107,283,2024-08-24 13:40:55.133+00,152.4144890210802,8030.973191819721
79112,283,2024-08-24 13:40:55.18+00,-44.38706516649297,8014.720345524166
79117,283,2024-08-24 13:40:55.232+00,-231.57676689209345,8001.128760890226
79122,283,2024-08-24 13:40:55.282+00,-32.48712420203094,7990.730859801312
79127,283,2024-08-24 13:40:55.332+00,731.9793163686752,7983.931985747018
79132,283,2024-08-24 13:40:55.383+00,-875.8461012230409,7980.986363509092
79137,283,2024-08-24 13:40:55.433+00,402.18775959067176,7981.981443490296
79142,283,2024-08-24 13:40:55.483+00,-390.73956276397513,7986.832128128658
79147,283,2024-08-24 13:40:55.532+00,1234.547003160916,7995.285530242801
79152,283,2024-08-24 13:40:55.582+00,-1799.5113744961886,8006.935951500032
79157,283,2024-08-24 13:40:55.635+00,1001.781479540468,8021.248914029151
79162,283,2024-08-24 13:40:55.685+00,187.8979211113819,8037.592397133851
79167,283,2024-08-24 13:40:55.733+00,-307.0357871832183,8055.272871409293
79172,283,2024-08-24 13:40:55.781+00,-284.0295071128418,8073.573318193516
79177,283,2024-08-24 13:40:55.831+00,414.2130942935212,8091.79034748559
79182,283,2024-08-24 13:40:55.882+00,68.83408493858863,8109.267860913861
78790,282,2024-08-24 13:40:51.958+00,-14.26387654217601,8096.845329557038
78795,282,2024-08-24 13:40:52.009+00,39.92464022570431,8090.428026597067
78800,282,2024-08-24 13:40:52.059+00,-35.39579571137652,8085.28345073172
78805,282,2024-08-24 13:40:52.109+00,35.882752584237174,8081.420454832187
78810,282,2024-08-24 13:40:52.16+00,-41.48977316936992,8078.85065346088
78815,282,2024-08-24 13:40:52.207+00,-1.8761406457150198,8077.589033787408
78820,282,2024-08-24 13:40:52.257+00,50.23432035085883,8077.652034088221
78825,282,2024-08-24 13:40:52.309+00,1.4008722494908645,8079.053325590594
78830,282,2024-08-24 13:40:52.359+00,-82.83557718663872,8081.797737319445
78835,282,2024-08-24 13:40:52.41+00,17.444541341498542,8085.873935810418
78840,282,2024-08-24 13:40:52.46+00,107.51497709514634,8091.246606608858
78845,282,2024-08-24 13:40:52.51+00,-22.982417972998878,8097.84897483077
78850,282,2024-08-24 13:40:52.558+00,-178.5091934700647,8105.576539165799
78855,282,2024-08-24 13:40:52.608+00,70.08654393747092,8114.28286857494
78860,282,2024-08-24 13:40:52.66+00,421.66877511889163,8123.778213160572
78865,282,2024-08-24 13:40:52.71+00,-849.4280879859281,8133.831500002289
78870,282,2024-08-24 13:40:52.76+00,693.2330947555158,8144.176013060721
78875,282,2024-08-24 13:40:52.81+00,171.02094439808513,8154.51869114976
78880,282,2024-08-24 13:40:52.861+00,-1149.7600672153749,8164.552540962615
78885,282,2024-08-24 13:40:52.909+00,1313.776806206026,8173.97125804267
78890,282,2024-08-24 13:40:52.959+00,-433.544878476907,8182.484937744962
78895,282,2024-08-24 13:40:53.01+00,-449.4866043614169,8189.835740239587
78900,282,2024-08-24 13:40:53.06+00,387.55601135139415,8195.812414725176
78905,282,2024-08-24 13:40:53.111+00,151.89902895499398,8200.262612977913
78910,282,2024-08-24 13:40:53.161+00,-341.0740810962268,8203.101946990426
78915,282,2024-08-24 13:40:53.208+00,198.87013201345076,8204.318876876643
78920,282,2024-08-24 13:40:53.26+00,-96.07709089890368,8203.974828674469
78925,282,2024-08-24 13:40:53.31+00,121.9123916665895,8202.19940540852
78930,282,2024-08-24 13:40:53.36+00,-132.7648165739053,8199.18108168569
78935,282,2024-08-24 13:40:53.411+00,-42.68462641980007,8195.154244829357
78940,282,2024-08-24 13:40:53.461+00,280.6576061478695,8190.383758887985
78945,282,2024-08-24 13:40:53.511+00,-405.9756806134551,8185.148353274454
78950,282,2024-08-24 13:40:53.56+00,388.01620478972916,8179.724129389809
78955,282,2024-08-24 13:40:53.61+00,-120.93766172038347,8174.369401041736
78960,282,2024-08-24 13:40:53.66+00,-352.697514671394,8169.311939441703
78963,283,2024-08-24 13:40:53.691+00,-333.9939207551575,8153.956660795251
78968,283,2024-08-24 13:40:53.741+00,-608.1336144819138,8149.68191763059
78973,283,2024-08-24 13:40:53.791+00,1127.282782100441,8146.839686161178
78791,282,2024-08-24 13:40:51.968+00,-72.98583890189526,8095.4604510184945
78796,282,2024-08-24 13:40:52.019+00,72.07488863377266,8089.297031615838
78801,282,2024-08-24 13:40:52.069+00,-21.138647280362147,8084.408004780469
78806,282,2024-08-24 13:40:52.119+00,14.354963084425577,8080.802603106975
78811,282,2024-08-24 13:40:52.17+00,-41.84629971232031,8078.493149453878
78816,282,2024-08-24 13:40:52.217+00,6.9524289891038835,8077.495153196682
78821,282,2024-08-24 13:40:52.269+00,59.82565880228849,8077.824903601337
78826,282,2024-08-24 13:40:52.319+00,-25.74172606156488,8079.494839095845
78831,282,2024-08-24 13:40:52.369+00,-72.61786241459741,8082.507169245428
78836,282,2024-08-24 13:40:52.42+00,31.28208429843509,8086.846391478071
78841,282,2024-08-24 13:40:52.47+00,128.3137490406622,8092.471471407691
78846,282,2024-08-24 13:40:52.52+00,-78.61675312980488,8099.308535977535
78851,282,2024-08-24 13:40:52.568+00,-235.8676297771848,8107.244954076862
78856,282,2024-08-24 13:40:52.62+00,236.35740989301803,8116.125640481922
78861,282,2024-08-24 13:40:52.67+00,583.7551511029083,8125.752305400328
78866,282,2024-08-24 13:40:52.72+00,-1650.6212465780886,8135.886173547123
78871,282,2024-08-24 13:40:52.77+00,1623.1988185882806,8146.254406201079
78876,282,2024-08-24 13:40:52.82+00,-253.44220385633113,8156.560076917985
78881,282,2024-08-24 13:40:52.871+00,-1038.5382768955678,8166.495108998858
78886,282,2024-08-24 13:40:52.919+00,1034.5683397104697,8175.75520643235
78891,282,2024-08-24 13:40:52.97+00,-279.51155996864514,8184.055645324372
78896,282,2024-08-24 13:40:53.02+00,-0.5880218465818963,8191.1467971057855
78901,282,2024-08-24 13:40:53.07+00,-196.58257960861707,8196.828295884312
78906,282,2024-08-24 13:40:53.121+00,198.09277388636463,8200.960782575758
78911,282,2024-08-24 13:40:53.171+00,-50.09411512744284,8203.474194352499
78916,282,2024-08-24 13:40:53.218+00,21.83535863143928,8204.37173343109
78921,282,2024-08-24 13:40:53.27+00,29.21024511893684,8203.72899783724
78926,282,2024-08-24 13:40:53.32+00,-109.97599754837988,8201.688241240012
78931,282,2024-08-24 13:40:53.37+00,91.94946533406058,8198.448255025649
78936,282,2024-08-24 13:40:53.421+00,-142.4485574371053,8194.250813328543
78941,282,2024-08-24 13:40:53.471+00,356.35484273265985,8189.364896689239
78946,282,2024-08-24 13:40:53.521+00,-485.26763201039637,8184.07000254431
78951,282,2024-08-24 13:40:53.57+00,135.133316856898,8178.639824785729
78956,282,2024-08-24 13:40:53.62+00,510.34471612660616,8173.327495721553
78964,283,2024-08-24 13:40:53.701+00,404.69220143949406,8152.996632006078
78969,283,2024-08-24 13:40:53.751+00,-1217.431435577177,8148.993118796071
78974,283,2024-08-24 13:40:53.801+00,1183.4682616920263,8146.457268960611
78979,283,2024-08-24 13:40:53.852+00,-201.0645315620814,8145.5183482018865
78984,283,2024-08-24 13:40:53.9+00,-593.9741172245449,8146.225716737516
78989,283,2024-08-24 13:40:53.951+00,529.0795548097809,8148.547834033136
78994,283,2024-08-24 13:40:54.001+00,-151.12606210260785,8152.373847451616
78999,283,2024-08-24 13:40:54.051+00,-14.780775266183017,8157.517528551168
79004,283,2024-08-24 13:40:54.102+00,40.586104344191746,8163.723425619775
79009,283,2024-08-24 13:40:54.152+00,-50.70628110549906,8170.675142798351
79014,283,2024-08-24 13:40:54.199+00,27.02367636360789,8178.005650762976
79019,283,2024-08-24 13:40:54.251+00,-8.436892043730877,8185.309507138057
79024,283,2024-08-24 13:40:54.301+00,14.149044380032846,8192.15682556867
79029,283,2024-08-24 13:40:54.351+00,17.047799616604678,8198.108781345554
79034,283,2024-08-24 13:40:54.402+00,-66.83149243427154,8202.734374870877
79039,283,2024-08-24 13:40:54.452+00,62.760306373482706,8205.628087146157
79044,283,2024-08-24 13:40:54.502+00,-27.94518113847544,8206.427953965933
79049,283,2024-08-24 13:40:54.551+00,6.695820062522444,8204.833464471792
79054,283,2024-08-24 13:40:54.601+00,39.71945023411888,8200.622568542169
78792,282,2024-08-24 13:40:51.978+00,-100.37767124461978,8094.126210183338
78797,282,2024-08-24 13:40:52.029+00,61.387739907717645,8088.217009921952
78802,282,2024-08-24 13:40:52.079+00,10.106406055884586,8083.583892850209
78807,282,2024-08-24 13:40:52.13+00,-7.8848393538285215,8080.236578033215
78812,282,2024-08-24 13:40:52.18+00,-36.453470289605185,8078.188100294143
78817,282,2024-08-24 13:40:52.227+00,14.557163324264733,8077.454394045834
78822,282,2024-08-24 13:40:52.279+00,60.06270337425054,8078.051412774878
78827,282,2024-08-24 13:40:52.329+00,-50.320179430829455,8079.990104918515
78832,282,2024-08-24 13:40:52.379+00,-52.43204491794222,8083.26975877132
78837,282,2024-08-24 13:40:52.43+00,43.04676811921111,8087.870387125917
78842,282,2024-08-24 13:40:52.48+00,129.21038981351202,8093.744940564593
78847,282,2024-08-24 13:40:52.53+00,-109.32241683148557,8100.81220837618
78852,282,2024-08-24 13:40:52.578+00,-271.7860014579492,8108.951279459911
78857,282,2024-08-24 13:40:52.63+00,323.4290935147744,8117.998382673209
78862,282,2024-08-24 13:40:52.68+00,691.639086250277,8127.746796304674
78867,282,2024-08-24 13:40:52.73+00,-1983.5214955522656,8137.950300032217
78872,282,2024-08-24 13:40:52.78+00,1896.0369122893055,8148.330333396815
78877,282,2024-08-24 13:40:52.831+00,-490.85956966535883,8158.586625403709
78882,282,2024-08-24 13:40:52.881+00,-507.70728216386493,8168.410616901854
78887,282,2024-08-24 13:40:52.929+00,402.4950414139527,8177.500655601459
78892,282,2024-08-24 13:40:52.98+00,-260.58887513790995,8185.577822754773
78897,282,2024-08-24 13:40:53.03+00,582.6155503931303,8192.4012711603
78902,282,2024-08-24 13:40:53.08+00,-532.853577215836,8197.781992962571
78907,282,2024-08-24 13:40:53.131+00,-18.569953731717966,8201.593952651445
78912,282,2024-08-24 13:40:53.178+00,243.60204293896422,8203.781573045435
78917,282,2024-08-24 13:40:53.228+00,-108.49076958271084,8204.362763819856
78922,282,2024-08-24 13:40:53.28+00,175.84211352390014,8203.427063768679
78927,282,2024-08-24 13:40:53.33+00,-323.05910573809376,8201.128969398482
78932,282,2024-08-24 13:40:53.38+00,230.53685393422663,8197.677042702675
78937,282,2024-08-24 13:40:53.431+00,-137.4642073392173,8193.319809337612
78942,282,2024-08-24 13:40:53.481+00,306.5072094621003,8188.32969463192
78947,282,2024-08-24 13:40:53.53+00,-323.8174805152943,8182.986307380408
78952,282,2024-08-24 13:40:53.58+00,-299.1377703483797,8177.560340296954
78957,282,2024-08-24 13:40:53.63+00,945.3231024998088,8172.299255101764
78965,283,2024-08-24 13:40:53.711+00,915.1135016030356,8152.087321783476
78970,283,2024-08-24 13:40:53.761+00,-1199.2878146841927,8148.363271010771
78975,283,2024-08-24 13:40:53.812+00,596.9457176856306,8146.138985860152
78980,283,2024-08-24 13:40:53.862+00,467.0070959093343,8145.5279659230755
78985,283,2024-08-24 13:40:53.91+00,-803.1074664790672,8146.563383711599
78990,283,2024-08-24 13:40:53.961+00,312.1546469567115,8149.197631484225
78995,283,2024-08-24 13:40:54.011+00,142.7160698367086,8153.3043941813785
79000,283,2024-08-24 13:40:54.061+00,-163.46042295020573,8158.683037224114
79005,283,2024-08-24 13:40:54.112+00,9.62880379115651,8165.065191234145
79010,283,2024-08-24 13:40:54.159+00,61.91064059875923,8172.12344572423
79015,283,2024-08-24 13:40:54.209+00,-30.373459730836327,8179.482052563879
79020,283,2024-08-24 13:40:54.261+00,-20.567137683894547,8186.729510464243
79025,283,2024-08-24 13:40:54.311+00,-0.3490948244359388,8193.432860197963
79030,283,2024-08-24 13:40:54.361+00,81.8416135378857,8199.153466562655
79035,283,2024-08-24 13:40:54.412+00,-102.6953780144178,8203.463992686053
79040,283,2024-08-24 13:40:54.462+00,19.14961781658317,8205.966180864842
79045,283,2024-08-24 13:40:54.511+00,66.92226944422826,8206.308943159002
79050,283,2024-08-24 13:40:54.561+00,-67.26883331693068,8204.206142640265
79055,283,2024-08-24 13:40:54.611+00,22.783516217538125,8199.453327049643
78978,283,2024-08-24 13:40:53.842+00,-758.9578416148672,8145.574842016522
78983,283,2024-08-24 13:40:53.89+00,-16.04452203706912,8145.952894496632
78988,283,2024-08-24 13:40:53.94+00,405.8142623006936,8147.958434563174
78993,283,2024-08-24 13:40:53.991+00,-360.9349760188014,8151.496229842602
78998,283,2024-08-24 13:40:54.041+00,197.7294980800525,8156.39470439824
79003,283,2024-08-24 13:40:54.092+00,-9.050434552994243,8162.411655646238
79008,283,2024-08-24 13:40:54.142+00,-130.51905355538548,8169.242115167711
79013,283,2024-08-24 13:40:54.189+00,105.5132835848347,8176.5282617726825
79018,283,2024-08-24 13:40:54.241+00,-10.010209713178275,8183.871271434026
79023,283,2024-08-24 13:40:54.291+00,3.2946342792033305,8190.844951777011
79028,283,2024-08-24 13:40:54.341+00,-38.16928705406572,8197.010960285674
79033,283,2024-08-24 13:40:54.392+00,11.623660208385088,8201.935342364599
79038,283,2024-08-24 13:40:54.442+00,49.858873020799706,8205.206042589323
79043,283,2024-08-24 13:40:54.492+00,-95.62306943502311,8206.45093872833
79048,283,2024-08-24 13:40:54.541+00,95.08693006994713,8205.355828924954
79053,283,2024-08-24 13:40:54.591+00,2.3834840243655933,8201.681679936499
79058,283,2024-08-24 13:40:54.641+00,-159.12524215376993,8195.280335610325
79063,283,2024-08-24 13:40:54.692+00,209.36374685796542,8186.1078059464735
79068,283,2024-08-24 13:40:54.742+00,-104.26317320157811,8174.234219378612
79073,283,2024-08-24 13:40:54.79+00,22.06810290364204,8159.849536034976
79078,283,2024-08-24 13:40:54.84+00,-74.5783071553883,8143.26420242476
79083,283,2024-08-24 13:40:54.891+00,97.20243442211473,8124.904084831517
79088,283,2024-08-24 13:40:54.942+00,-3.7195257944394853,8105.299248580403
79093,283,2024-08-24 13:40:54.992+00,18.744021716697407,8085.066457745008
79098,283,2024-08-24 13:40:55.042+00,-159.52781008480966,8064.885659339148
79103,283,2024-08-24 13:40:55.093+00,93.53848624480548,8045.471173462639
79108,283,2024-08-24 13:40:55.14+00,196.65375698529,8027.53879675703
79113,283,2024-08-24 13:40:55.19+00,-235.88114498820016,8011.770490024594
79118,283,2024-08-24 13:40:55.242+00,-125.30074813796783,7998.778711018455
79123,283,2024-08-24 13:40:55.292+00,310.3887373994836,7989.07272505511
79128,283,2024-08-24 13:40:55.342+00,40.23719364136555,7983.029333897531
79133,283,2024-08-24 13:40:55.393+00,-470.54524778438,7980.870360576753
79138,283,2024-08-24 13:40:55.443+00,530.4048279382218,7982.648874034494
79143,283,2024-08-24 13:40:55.492+00,-582.8048171461276,7988.24550062146
79148,283,2024-08-24 13:40:55.542+00,1169.2594421234173,7997.3752813643205
79153,283,2024-08-24 13:40:55.592+00,-1610.577444634532,8009.6045784885055
79158,283,2024-08-24 13:40:55.645+00,967.4963055910359,8024.376715221624
79163,283,2024-08-24 13:40:55.695+00,46.62074160207072,8041.0443806715575
79168,283,2024-08-24 13:40:55.743+00,-309.13105927930684,8058.906294267569
79173,283,2024-08-24 13:40:55.791+00,-144.41258337815123,8077.245270789737
79178,283,2024-08-24 13:40:55.842+00,526.8958843328277,8095.364834567058
79183,283,2024-08-24 13:40:55.892+00,-423.90503004378513,8112.621937218896
79188,283,2024-08-24 13:40:55.943+00,95.15227674076068,8128.4539966259
79193,283,2024-08-24 13:40:55.993+00,-0.00021380512321140382,8142.399201023026
79198,283,2024-08-24 13:40:56.043+00,194.86591333992436,8154.109651572497
79203,283,2024-08-24 13:40:56.094+00,-255.1290770005503,8163.357391247002
79208,283,2024-08-24 13:40:56.141+00,-26.912230844809645,8170.033742137916
79213,283,2024-08-24 13:40:56.193+00,277.75595251725315,8174.142690151091
79218,283,2024-08-24 13:40:56.243+00,-169.2312569710985,8175.7892887758235
79223,283,2024-08-24 13:40:56.293+00,31.632378983818274,8175.164182223642
79228,283,2024-08-24 13:40:56.344+00,-38.18737634180168,8172.525408357177
79233,283,2024-08-24 13:40:56.394+00,-4.97447041050172,8168.178687389482
79238,283,2024-08-24 13:40:56.444+00,-13.486318095897365,8162.457439562735
79241,284,2024-08-24 13:40:56.473+00,32.58790568829273,8162.720747721882
79246,284,2024-08-24 13:40:56.523+00,-335.6663217711832,8153.95571925098
79251,284,2024-08-24 13:40:56.573+00,338.1442383830107,8144.3906384833845
